lat,lon,time_of_day,gps_accuracy,speed,label
40.74891524526333,-73.96806684059156,10,7.33991780504304,0.8712541825229919,1
40.71259462597198,-74.00619976890711,18,19.07829063523625,0.011681487615214925,1
40.71263695656985,-74.00619568035347,17,14.177793420835693,2.0924079097806274,1
40.74868221112261,-73.96791857093406,20,5.696756190799966,9.113172778521575,1
40.71279544918051,-74.00599807004446,7,5.239493783303213,3.463407384332235,1
40.74882840290735,-73.96821201796976,8,8.881699724000253,9.93783426530973,1
40.75789312014581,-73.98542827974208,10,16.626992350416717,14.092484123462837,1
40.75837558787978,-73.98574616875233,22,5.678409333658071,4.8799549614489655,1
40.712760059926126,-74.00560954382456,20,9.13998773033815,4.444102585561236,1
40.71311732763109,-74.00578817679516,9,5.211197340726267,2.9826360613320775,1
40.74894363052236,-73.96822328394991,7,17.946551388133905,9.349471902413368,1
40.75817652379849,-73.98534074489328,10,14.563362070328196,13.308191138644897,1
40.71254037479628,-74.00569000729631,10,16.564507699318415,7.406933945465861,1
40.71279022348418,-74.00605111722324,22,12.130553347731677,8.449133579645755,1
40.75822326371101,-73.98514674301904,10,6.1546986474318945,4.346271793706521,1
40.75826314314674,-73.98582430986453,21,17.055081153486718,2.7985508832905377,1
40.75813893358502,-73.98566526020342,17,6.650778867915151,3.4190274381291252,1
40.758203281857604,-73.98549912253361,22,11.261165047231685,3.3316171570609536,1
40.74889143710859,-73.9679077907335,17,5.973383706634723,3.8087312090151704,1
40.75786405878137,-73.98601160391038,17,19.64922433748979,6.165555199773469,1
40.74885312477106,-73.96765995238066,18,11.716747468596374,8.29339633606992,1
40.74879681443713,-73.96825582744334,22,14.484587458903691,9.50294566141342,1
40.74899330160046,-73.96827771890977,19,5.611627123321458,8.863394147823627,1
40.74893811113243,-73.96773409633902,9,7.6154964350748715,10.364066071536989,1
40.74893655399892,-73.96802026033687,17,13.121719607413487,10.436765990176232,1
40.748773741631055,-73.96826255699976,9,19.943805496368867,14.481290269331904,1
40.712984924522246,-74.00617627544803,19,17.699917133574587,12.844864378171387,1
40.75806908052832,-73.98598011906051,20,14.09643589489385,0.13795577424944472,1
40.75852214195047,-73.98577225280621,22,15.378427965390399,9.779418892539008,1
40.712802923342956,-74.00599232073843,20,16.162557845848433,10.81409886378194,1
40.71262315443659,-74.00606388951014,10,18.59148181577831,6.51591548265643,1
40.71259213524544,-74.00600454426072,21,12.487900698271286,8.580062988137747,1
40.71314502990189,-74.00587207411962,22,10.552380503831666,0.23184924793301143,1
40.712486521537464,-74.00579959582907,22,10.776465929028879,12.767050072752854,1
40.74897777868075,-73.96781465006971,7,6.056241962743158,3.1337807642304027,1
40.74894030574689,-73.96800332920587,7,17.730046923870116,2.0493199716304322,1
40.757892515590704,-73.98532735324994,8,14.172705662985209,1.2239127060036052,1
40.74866987129372,-73.96800289414537,9,5.414251578105571,8.68297343261338,1
40.74885548390489,-73.96811018585909,22,13.862498908535162,0.45750374908574143,1
40.758091483281426,-73.98574613700954,17,9.073143737296128,14.478777455861547,1
40.74891280780912,-73.9679899517773,8,15.891370005839923,14.63778119193802,1
40.75779711410545,-73.98495720550676,20,8.762907910199917,2.765005114970551,1
40.75820639256047,-73.98595432085305,18,11.635283445966566,3.5968103873610486,1
40.757916019930875,-73.98599014885757,21,13.31531078767101,9.175811193515283,1
40.74905590281674,-73.96793638431284,23,6.376985987201628,1.4123548240284016,1
40.758249590821684,-73.98592226530086,18,17.103694655761693,5.194564816341012,1
40.75778979279485,-73.98537752556066,10,8.91340435012571,0.22956810435577124,1
40.74865313194871,-73.96800642222863,9,19.158374068411355,14.163773956877511,1
40.74896143254223,-73.9682445978717,6,13.184251839739025,14.121972131647878,1
40.748980423402394,-73.96822403701016,22,10.658886248419638,0.5844469846535044,1
40.75798322830408,-73.9855494575308,18,10.109368541963601,3.910417923538547,1
40.74904799718141,-73.96782074246332,22,17.05221395577273,4.2305185885695975,1
40.75770937527484,-73.98529984111032,8,10.580271286891747,11.646194411129953,1
40.74912441670769,-73.96813767708461,21,8.573542286059691,5.665933292644423,1
40.712502339655344,-74.00601296436867,23,5.162564772204475,13.580729646288955,1
40.712655565506395,-74.00559048649681,8,6.249266167928894,1.3755622088772164,1
40.71272766409387,-74.0060334814986,6,18.96393658530939,14.613723128016153,1
40.75775765189181,-73.98560290958547,8,19.529779159612023,10.320450152625586,1
40.75795705331212,-73.98555206006404,21,10.949774029313778,13.378453631651649,1
40.758042663682374,-73.98546841130948,10,17.191993508862538,14.208728660757881,1
40.71269425178268,-74.0060908769108,8,13.376063746037076,6.363330138704645,1
40.757878975088495,-73.98521046065676,18,5.8445491352275605,1.7822687440210787,1
40.71291842398454,-74.00631744713998,9,10.623058692855562,4.285681294227911,1
40.71285732206739,-74.00554835555727,22,5.651011749472591,13.86964995335394,1
40.712795292085666,-74.00566944837465,17,9.417409202591447,14.937470625440561,1
40.75755163462192,-73.98584662827236,20,5.867958466365611,5.917826979121948,1
40.712788394543324,-74.0059118843891,18,8.989068874463584,5.405176428079024,1
40.74885054682108,-73.96819328009549,20,9.064364637726948,1.9977768783562455,1
40.7490205200049,-73.9683245427559,6,18.9909272503102,12.990958342506126,1
40.71287557275726,-74.0058318136072,7,7.256253366552922,8.911960730282027,1
40.74871298847379,-73.96780347548828,6,11.222292535064977,4.101106078960593,1
40.74905467145599,-73.96823239665427,8,16.534811227707657,14.17148594823642,1
40.757899964845436,-73.98537258375686,17,14.0926195167632,3.4296420825519407,1
40.71280074295279,-74.00602227380229,18,12.143160451835213,12.470572350937518,1
40.75819055402457,-73.9858364535267,8,7.01022842675961,0.4317401447000846,1
40.74893983322317,-73.9682375529541,9,14.121317743128278,9.549664824334238,1
40.74865919879452,-73.96786828069892,22,18.657069176049095,4.469391773129257,1
40.75835519757374,-73.98604999233731,17,8.873665824484375,6.88703634357392,1
40.75785467599368,-73.98568199884029,19,6.137949921629959,1.9331958286597384,1
40.748800582474466,-73.96807734961298,9,10.185009249857949,13.451826148590177,1
40.74862074817742,-73.96803539572929,22,10.1762394173358,5.214288217240252,1
40.758059029796534,-73.98545143083099,18,6.931225974494659,4.951492699652331,1
40.74912346592979,-73.96792562087276,8,5.916169397822956,4.153164722208055,1
40.712985593749785,-74.00585619707842,7,12.968986309603011,10.807740920871973,1
40.75814170020483,-73.98545610275305,8,6.607580170096641,6.711185502351819,1
40.74887586188667,-73.96797597175107,22,17.610649788168967,1.3380649306808428,1
40.758374819070674,-73.9850367155891,9,14.73234260437364,7.193731526313753,1
40.74888670225677,-73.96821151596967,9,9.256638586980866,5.446234445979527,1
40.75789007705323,-73.98561634398452,22,8.558401876039916,1.5267370893060561,1
40.75781352708705,-73.98522202540539,22,5.273637221425416,10.454421935496324,1
40.749032231070665,-73.96813258409136,6,15.843441449326635,12.312922097300289,1
40.75769116153437,-73.98565191098379,20,19.519910997563514,10.664287182551224,1
40.71278352168981,-74.006250954871,10,18.98021513385401,4.809632882392714,1
40.748991940014356,-73.96795902445669,18,9.835307674620845,12.148116687819522,1
40.712800628241084,-74.00599901305074,22,10.23302399814493,13.942937163717387,1
40.757994043116035,-73.98581085792131,8,7.718495992484902,0.9974440105016624,1
40.75843018510464,-73.9853229593616,10,7.454839142985568,2.4639869689648943,1
40.71282050416979,-74.00569991744585,6,10.886676611339531,12.248991592073656,1
40.74884148689794,-73.96833353292119,6,12.540805851387187,3.48319042720226,1
40.712651191897116,-74.00584064614979,19,11.472922147046638,4.992236788687264,1
40.74887958222747,-73.96795436593213,10,16.121913667085682,8.597262738860831,1
40.7128650672477,-74.00587919539362,23,15.710961233354212,7.40972230696294,1
40.75774106892349,-73.98497661370125,20,14.059368081087687,7.5343252119379525,1
40.71265316985014,-74.00598335466806,8,15.4092266670065,8.140866650213942,1
40.7487063147581,-73.96818337892975,7,7.300271046741203,8.793447480251958,1
40.75811898639851,-73.98538466977536,8,13.476997753838134,10.449762358153384,1
40.71278540810425,-74.00606991778805,22,16.046663534370843,14.015505221535223,1
40.75805994973884,-73.98554974914562,18,6.869940218049003,13.812628239260585,1
40.74887531530087,-73.96791983598227,6,8.083697125634561,11.816848330717386,1
40.7578850055247,-73.98523768355523,8,11.985501834782198,7.212554671336103,1
40.748838145343235,-73.96797472332838,19,13.664479311373208,2.482699761419607,1
40.71291234194592,-74.00608784530428,22,12.727605236102189,14.633119735241344,1
40.71288883595295,-74.00584150637661,21,9.493938676497155,4.649053894029164,1
40.75799996994039,-73.98565977666689,10,10.66588921160254,12.548472199384994,1
40.74910479009349,-73.96788158932313,18,12.21631922581379,7.455179232318735,1
40.748929414494256,-73.96794268181854,8,9.061170097153306,9.659993148585237,1
40.712855556881514,-74.00598820872952,10,13.275838928890096,3.808328460649564,1
40.74889732193293,-73.96800661536919,21,14.79119161777812,3.572741715700898,1
40.75819416809435,-73.98620760474994,8,19.1661458836591,2.1162277316657034,1
40.75786160114047,-73.98484264375077,17,5.397983058107296,2.7215315263469595,1
40.71251673079885,-74.00579888499821,9,17.376609971339896,5.445888182926358,1
40.74887962171795,-73.96776401472533,22,17.916020299620826,3.2926578762143803,1
40.75800689780045,-73.98560626235947,8,16.997828839209728,6.378202567038501,1
40.748686835019214,-73.96802206953555,6,7.090341111092362,12.523953551989488,1
40.75790230050001,-73.98552100229405,19,12.944925179826216,12.225816426036857,1
40.71276993087983,-74.00573953821397,7,6.598680951930115,2.100278079906735,1
40.749103834835076,-73.96819543637213,9,12.41410775207407,8.59941567269101,1
40.712679527576164,-74.00591101793844,7,16.070504246395558,1.241980018876897,1
40.748903279145324,-73.96785192082906,20,9.456825734347625,8.496069604453458,1
40.75756186170465,-73.98506085597344,17,13.097641683622902,2.430208168373769,1
40.74905679712526,-73.96829882906056,17,6.598973797006577,1.1270667260371314,1
40.712583161744114,-74.00582542067815,6,17.286534765112997,11.991238184534689,1
40.74887640039416,-73.96777756456234,20,19.431481786461767,11.850203381877842,1
40.71273708798752,-74.00597070981094,8,17.098417217921746,9.881750500660761,1
40.75763209206546,-73.98606674780427,9,19.815020119949708,14.160890095299198,1
40.74906310163615,-73.96793867378504,7,18.73232446382063,0.5091896787869826,1
40.71279174430443,-74.00609091468804,19,12.113213249861957,12.930639764839702,1
40.74875533059248,-73.96794470697336,8,12.215928257661297,13.274975347849216,1
40.74878818203099,-73.96776701621864,17,14.924827626208122,11.067836503597874,1
40.71296737265591,-74.00619227364592,19,5.319041162755807,13.12052509026299,1
40.71254936351545,-74.00570463615504,22,16.5078243339669,6.028963704138633,1
40.712592404608635,-74.00596501896399,17,11.266501732510006,6.320355034156052,1
40.7127998659534,-74.00600158105644,22,15.733299728513629,8.836628017063422,1
40.71281374096006,-74.0060114503902,17,8.273808317975963,14.24941775925338,1
40.71278803597458,-74.00572063710294,8,19.837773647200386,11.150292343404363,1
40.74870319383682,-73.96781516904387,19,8.46004717576638,2.647920480082624,1
40.75853730502747,-73.98533331931938,22,8.244860345548304,7.773905500145883,1
40.75785180748058,-73.98553102609758,7,7.308438595097826,12.237496874859266,1
40.757691166009806,-73.985897282516,20,6.3723025609663235,13.161912939455705,1
40.74888024470058,-73.96782048973517,18,17.142741120873172,9.828629709585325,1
40.71279059211032,-74.00613320091773,22,15.851301705328774,7.438136026181562,1
40.75806133807734,-73.98551964443594,10,12.427197905209615,7.2087986598997205,1
40.71297137283996,-74.00615052650537,8,16.008648784305528,7.818904682706224,1
40.71283178288051,-74.00593630589547,21,15.202111576404507,9.279170673227764,1
40.758189438746605,-73.9848772543046,22,5.077177561320721,12.299203761121502,1
40.71279763769738,-74.00607636435004,10,5.095788075752504,4.305571997623692,1
40.75785087033837,-73.98512206070075,18,13.099780695737833,11.697680927267154,1
40.75799779031231,-73.98548627982184,18,14.489328397009222,13.980421582650262,1
40.71281511639667,-74.0060801618258,9,15.622581329679225,1.0102590220315755,1
40.757967063709444,-73.98549271319536,18,19.60233453766095,14.533167829285372,1
40.74904955453274,-73.96778954967282,19,10.577502938580869,12.281784650356405,1
40.74884768659779,-73.96815499727545,21,6.5329042954057845,12.81314661692349,1
40.748955562927435,-73.96825358012435,18,8.450805245471509,1.9700268961406708,1
40.748941489226766,-73.9680174664885,21,17.86040138138748,14.467807084053128,1
40.74885700644928,-73.96762988315085,20,16.187555180464464,3.0053871532306897,1
40.71272307024401,-74.0061428133696,8,7.782882735546817,13.029347519334161,1
40.71289303369545,-74.0058226326994,8,9.41251960015217,13.677540524398665,1
40.75765866820959,-73.98590565497425,22,14.109596723940069,3.7130993340506273,1
40.71285418695755,-74.00577748959314,22,13.853959083284337,6.498701234574834,1
